Time (t),Original_Delayed,Original_Current,Derived_Delayed,Derived_Current,Residual_Error
4687.0,0.47238023324565703,0.9000711234840544,1.1441921625638145,0.7967929597503531,0.10327816373370124
4688.0,0.5329976027126551,0.9098826221350504,1.170113241345201,0.7622797861348523,0.1476028360001982
4689.0,0.6036121433869259,0.9310532344542106,1.1839766964992735,0.726142372160447,0.20491086229376365
4690.0,0.6780703505268633,0.9630200041191614,1.182105824771631,0.6920926852981547,0.27092731882100674
4691.0,0.750336984146095,1.0026974113955154,1.1651172532750917,0.6635090649963203,0.33918834639919504
4692.0,0.81571999917231,1.0441673030320808,1.1365303205889705,0.6434316587184842,0.40073564431359665
4693.0,0.8713373152408718,1.0801615409881797,1.100738590502573,0.6345661433969585,0.44559539759122124
4694.0,0.9159497283650506,1.1052800706434114,1.0617495053090615,0.638949700664383,0.46633036997902844
4695.0,0.9495010036810146,1.1181342341993623,1.022770717512668,0.6572858996454622,0.46084833455390006
4696.0,0.9726451841611796,1.120726925861759,0.9862324135271157,0.6883866676568176,0.4323402582049414
4697.0,0.9863905554641913,1.1165808722818784,0.9539231447359078,0.7292978031723214,0.387283069109557
4698.0,0.9918818672883557,1.1093316738208383,0.9270793486992451,0.7761842892497891,0.3331473845710492
4699.0,0.9902997270385931,1.1020990941420115,0.9063662578835305,0.8254052135394274,0.27669388060258404
4700.0,0.9828479949199586,1.0972994334548098,0.8917484292139705,0.8741878929267642,0.2231115405280456
4701.0,0.9707987751647732,1.0965953610652994,0.8823117013191484,0.9207830215784485,0.17581233948685093
4702.0,0.9555661259200369,1.1008535624154163,0.8761609277096354,0.9643285717075958,0.13652499070782054
4703.0,0.9387906371276822,1.1101118861412769,0.8705261350556648,1.0046658632999654,0.10544602284131144
4704.0,0.9224229385544724,1.1236232741904484,0.8621487453500214,1.0421799233698272,0.08144335082062115
4705.0,0.9087713779696315,1.1400307134499632,0.8479759807980809,1.077545226715914,0.06248548673404919
4706.0,0.9004395582700847,1.1576343388671737,0.8261307637885666,1.1112192409459463,0.046415097921227444
4707.0,0.9000711234840544,1.1745933403108073,0.7967929597503531,1.1428237903353673,0.031769549975440015
4708.0,0.9098826221350504,1.188867795434087,0.7622797861348523,1.1710005830180674,0.017867212416019518
4709.0,0.9310532344542106,1.197847387413062,0.726142372160447,1.1940958472959438,0.0037515401171182017
4710.0,0.9630200041191614,1.1980159994208095,0.6920926852981547,1.2111040805032836,-0.013088081082474057
4711.0,1.0026974113955154,1.185586064602034,0.6635090649963203,1.2221246192422173,-0.036538554640183296
4712.0,1.0441673030320808,1.1587382313323096,0.6434316587184842,1.2282866171695872,-0.06954838583727763
4713.0,1.0801615409881797,1.1196226332177048,0.6345661433969585,1.2314658808646457,-0.11184324764694087
4714.0,1.1052800706434114,1.073373538140216,0.638949700664383,1.2339648020834628,-0.16059126394324674
4715.0,1.1181342341993623,1.0253817573297772,0.6572858996454622,1.238130276340078,-0.2127485190103009
4716.0,1.120726925861759,0.9796698119559601,0.6883866676568176,1.2458455190880429,-0.2661757071320827
4717.0,1.1165808722818784,0.938657773031361,0.7292978031723214,1.2579121154265949,-0.31925434239523387
4718.0,1.1093316738208383,0.9034098600639077,0.7761842892497891,1.2734501591973149,-0.3700402991334072
4719.0,1.1020990941420115,0.8738917643610684,0.8254052135394274,1.289574742794816,-0.4156829784337477
4720.0,1.0972994334548098,0.8491932380014467,0.8741878929267642,1.3017526174562306,-0.45255937945478386
4721.0,1.0965953610652994,0.8277805681608084,0.9207830215784485,1.3050878460134103,-0.47730727785260196
4722.0,1.1008535624154163,0.8078147389339789,0.9643285717075958,1.2960330457603801,-0.4882183068264012
4723.0,1.1101118861412769,0.7875174906002657,1.0046658632999654,1.2734130954326435,-0.4858956048323778
4724.0,1.1236232741904484,0.7655211634309601,1.0421799233698272,1.2382026418524772,-0.4726814784215171
4725.0,1.1400307134499632,0.7411071628352836,1.077545226715914,1.192585344467483,-0.45147818163219944
4726.0,1.1576343388671737,0.7142555631755443,1.1112192409459463,1.1391335721041946,-0.42487800892865035
4727.0,1.1745933403108073,0.6855185636462452,1.1428237903353673,1.0804562334063987,-0.39493766976015354
4728.0,1.188867795434087,0.6558330957308119,1.1710005830180674,1.0191106889444186,-0.36327759321360664
4729.0,1.197847387413062,0.6264120824774148,1.1940958472959438,0.957462858447231,-0.33105077596981625
4730.0,1.1980159994208095,0.5987941120656475,1.2111040805032836,0.8974689117207363,-0.2986747996550888
4731.0,1.185586064602034,0.5750416504449168,1.2221246192422173,0.840538629614748,-0.26549697916983117
4732.0,1.1587382313323096,0.5579695162721094,1.2282866171695872,0.7875301023162592,-0.22956058604414975
4733.0,1.1196226332177048,0.5511371181367885,1.2314658808646457,0.7388041379608505,-0.1876670198240621
4734.0,1.073373538140216,0.5582203230904962,1.2339648020834628,0.694276251050826,-0.13605592796032984
4735.0,1.0253817573297772,0.5815741948431851,1.238130276340078,0.6534690125405711,-0.07189481769738604
4736.0,0.9796698119559601,0.6206578378600346,1.2458455190880429,0.6156164547579454,0.005041383102089236
4737.0,0.938657773031361,0.671797029435645,1.2579121154265949,0.5798671595020675,0.09192986993357755
4738.0,0.9034098600639077,0.7297620663040483,1.2734501591973149,0.5455604137404733,0.184201652563575
4739.0,0.8738917643610684,0.7897576777259212,1.289574742794816,0.5124609363269277,0.2772967413989935
4740.0,0.8491932380014467,0.8484348144080318,1.3017526174562306,0.48083270172793585,0.36760211268009596
4741.0,0.8277805681608084,0.9038712349268874,1.3050878460134103,0.4513485001446875,0.45252273478219984
4742.0,0.8078147389339789,0.9551075635503009,1.2960330457603801,0.4249622310996119,0.5301453324506891
4743.0,0.7875174906002657,1.001663759259059,1.2734130954326435,0.402884421479193,0.5987793377798659
4744.0,0.7655211634309601,1.0431908633502704,1.2382026418524772,0.3867191006681096,0.6564717626821608
4745.0,0.7411071628352836,1.0792919952137483,1.192585344467483,0.37873893040527384,0.7005530648084745
4746.0,0.7142555631755443,1.1095098288957186,1.1391335721041946,0.382174629822425,0.7273351990732936
4747.0,0.6855185636462452,1.133436666183273,1.0804562334063987,0.40112503179753556,0.7323116343857375
4748.0,0.6558330957308119,1.150861908332191,1.0191106889444186,0.43929001197084744,0.7115718963613435
4749.0,0.6264120824774148,1.1618822535458198,0.957462858447231,0.4971617819041979,0.6647204716416218
4750.0,0.5987941120656475,1.166959077817013,0.8974689117207363,0.5697476666000676,0.5972114112169453
