E,tau,Local_Max
0.12732395447351627,0.05,0.9999999999999999
0.1906660222769239,0.07487437185929649,0.9999999999999999
0.2540080900803315,0.09974874371859296,0.9999999999999999
0.31735015788373905,0.12462311557788945,0.9999999999999999
0.38069222568714667,0.14949748743718594,1.0
0.44403429349055423,0.1743718592964824,1.0
0.5073763612939618,0.19924623115577889,1.0
0.5707184290973695,0.22412060301507541,1.0
0.6340604969007771,0.2489949748743719,1.0
0.6974025647041847,0.27386934673366836,1.0
0.7607446325075923,0.29874371859296484,1.0000000000000002
0.8240867003109998,0.3236180904522613,1.0000000000000002
0.8874287681144074,0.3484924623115578,1.0000000000000004
0.950770835917815,0.37336683417085426,1.0000000000000004
1.0141129037212226,0.3982412060301508,1.0000000000000004
1.0774549715246302,0.42311557788944726,1.0000000000000004
1.1407970393280378,0.44798994974874373,1.000000000000001
1.2041391071314453,0.4728643216080402,1.000000000000001
1.267481174934853,0.4977386934673367,1.0750841651731196
1.267481174934853,0.4977386934673367,1.075335644224891
1.267481174934853,0.4977386934673367,1.0752687476320726
1.267481174934853,0.4977386934673367,1.0751352054199832
1.267481174934853,0.4977386934673367,1.075345055754845
1.267481174934853,0.4977386934673367,1.0752362650614127
1.267481174934853,0.4977386934673367,1.075180807776168
1.267481174934853,0.4977386934673367,1.0753489826588551
1.267481174934853,0.4977386934673367,1.0751982787118979
1.267481174934853,0.4977386934673367,1.0752209645675215
1.267481174934853,0.4977386934673367,1.0753474208382117
1.267481174934853,0.4977386934673367,1.0751547881485086
1.267481174934853,0.4977386934673367,1.0752556685820396
1.267481174934853,0.4977386934673367,1.075340366670838
1.267481174934853,0.4977386934673367,1.0751057934206398
1.267481174934853,0.4977386934673367,1.0752849130721507
1.267481174934853,0.4977386934673367,1.0753278170126985
1.267481174934853,0.4977386934673367,1.0750512950626256
1.267481174934853,0.4977386934673367,1.0753086917568775
1.267481174934853,0.4977386934673367,1.0753097691990823
1.267481174934853,0.4977386934673367,1.0750495804073343
1.267481174934853,0.4977386934673367,1.0753269988238874
1.267481174934853,0.4977386934673367,1.0752862210457774
1.267481174934853,0.4977386934673367,1.0751040082783905
1.267481174934853,0.4977386934673367,1.075339828931431
1.267481174934853,0.4977386934673367,1.0752571708501275
1.267481174934853,0.4977386934673367,1.0751530032782495
1.267481174934853,0.4977386934673367,1.0753471772101617
1.267481174934853,0.4977386934673367,1.075222617391969
1.267481174934853,0.4977386934673367,1.075196557445706
1.267481174934853,0.4977386934673367,1.0753490392648417
1.267481174934853,0.4977386934673367,1.0751825599344589
1.267481174934853,0.4977386934673367,1.0752346632802317
1.267481174934853,0.4977386934673367,1.0753454111759397
1.267481174934853,0.4977386934673367,1.0751369982247865
1.267481174934853,0.4977386934673367,1.075267313744318
1.267481174934853,0.4977386934673367,1.0753362895010965
1.267481174934853,0.4977386934673367,1.075085932494763
1.267481174934853,0.4977386934673367,1.0752945022657172
1.267481174934853,0.4977386934673367,1.0753216712764935
1.267481174934853,0.4977386934673367,1.0750293634613102
1.267481174934853,0.4977386934673367,1.075316222739559
1.267481174934853,0.4977386934673367,1.0753015540180917
1.267481174934853,0.4977386934673367,1.0750706976051905
1.267481174934853,0.4977386934673367,1.0753324695303612
1.267481174934853,0.4977386934673367,1.0752759357227613
1.267481174934853,0.4977386934673367,1.075123082151567
1.267481174934853,0.4977386934673367,1.0753432374739222
1.267481174934853,0.4977386934673367,1.0752448148692948
1.267481174934853,0.4977386934673367,1.075170030777188
1.3308232427382607,0.5226130653266332,1.0750841651731196
1.3308232427382607,0.5226130653266332,1.075335644224891
1.3308232427382607,0.5226130653266332,1.0752687476320726
1.3308232427382607,0.5226130653266332,1.0751352054199832
1.3308232427382607,0.5226130653266332,1.075345055754845
1.3308232427382607,0.5226130653266332,1.0752362650614127
1.3308232427382607,0.5226130653266332,1.075180807776168
1.3308232427382607,0.5226130653266332,1.0753489826588551
1.3308232427382607,0.5226130653266332,1.0751982787118979
1.3308232427382607,0.5226130653266332,1.0752209645675215
1.3308232427382607,0.5226130653266332,1.0753474208382117
1.3308232427382607,0.5226130653266332,1.0751547881485086
1.3308232427382607,0.5226130653266332,1.0752556685820396
1.3308232427382607,0.5226130653266332,1.075340366670838
1.3308232427382607,0.5226130653266332,1.0751057934206398
1.3308232427382607,0.5226130653266332,1.0752849130721507
1.3308232427382607,0.5226130653266332,1.0753278170126985
1.3308232427382607,0.5226130653266332,1.0750512950626256
1.3308232427382607,0.5226130653266332,1.0753086917568775
1.3308232427382607,0.5226130653266332,1.0753097691990823
1.3308232427382607,0.5226130653266332,1.0750495804073343
1.3308232427382607,0.5226130653266332,1.0753269988238874
1.3308232427382607,0.5226130653266332,1.0752862210457774
1.3308232427382607,0.5226130653266332,1.0751040082783905
1.3308232427382607,0.5226130653266332,1.075339828931431
1.3308232427382607,0.5226130653266332,1.0752571708501275
1.3308232427382607,0.5226130653266332,1.0751530032782495
1.3308232427382607,0.5226130653266332,1.0753471772101617
1.3308232427382607,0.5226130653266332,1.075222617391969
1.3308232427382607,0.5226130653266332,1.075196557445706
1.3308232427382607,0.5226130653266332,1.0753490392648417
1.3308232427382607,0.5226130653266332,1.0751825599344589
1.3308232427382607,0.5226130653266332,1.0752346632802317
1.3308232427382607,0.5226130653266332,1.0753454111759397
1.3308232427382607,0.5226130653266332,1.0751369982247865
1.3308232427382607,0.5226130653266332,1.075267313744318
1.3308232427382607,0.5226130653266332,1.0753362895010965
1.3308232427382607,0.5226130653266332,1.075085932494763
1.3308232427382607,0.5226130653266332,1.0752945022657172
1.3308232427382607,0.5226130653266332,1.0753216712764935
1.3308232427382607,0.5226130653266332,1.0750293634613102
1.3308232427382607,0.5226130653266332,1.075316222739559
1.3308232427382607,0.5226130653266332,1.0753015540180917
1.3308232427382607,0.5226130653266332,1.0750706976051905
1.3308232427382607,0.5226130653266332,1.0753324695303612
1.3308232427382607,0.5226130653266332,1.0752759357227613
1.3308232427382607,0.5226130653266332,1.075123082151567
1.3308232427382607,0.5226130653266332,1.0753432374739222
1.3308232427382607,0.5226130653266332,1.0752448148692948
1.3308232427382607,0.5226130653266332,1.075170030777188
1.3941653105416685,0.5474874371859297,1.1177793473433006
1.3941653105416685,0.5474874371859297,1.1181905050269632
1.3941653105416685,0.5474874371859297,1.1180900132153495
1.3941653105416685,0.5474874371859297,1.1179655275119222
1.3941653105416685,0.5474874371859297,1.118214289150757
1.3941653105416685,0.5474874371859297,1.1179497338475501
1.3941653105416685,0.5474874371859297,1.1181002063701164
1.3941653105416685,0.5474874371859297,1.1181859171538358
1.3941653105416685,0.5474874371859297,1.117757006866071
1.3941653105416685,0.5474874371859297,1.1181831361773877
1.3941653105416685,0.5474874371859297,1.1181052565311251
1.3941653105416685,0.5474874371859297,1.1179428910033995
1.3941653105416685,0.5474874371859297,1.1182141056233936
1.3941653105416685,0.5474874371859297,1.1179722118396531
1.3941653105416685,0.5474874371859297,1.1180846928456003
1.3941653105416685,0.5474874371859297,1.1181929401415283
1.3941653105416685,0.5474874371859297,1.1177867246881619
1.3941653105416685,0.5474874371859297,1.118174777667779
1.3941653105416685,0.5474874371859297,1.1181195021167358
1.3941653105416685,0.5474874371859297,1.1179192742840773
1.3941653105416685,0.5474874371859297,1.1182129291109935
1.3941653105416685,0.5474874371859297,1.1179936909896786
1.3941653105416685,0.5474874371859297,1.1180681942961364
1.3941653105416685,0.5474874371859297,1.1181989675230963
1.3941653105416685,0.5474874371859297,1.1178154432600218
1.3941653105416685,0.5474874371859297,1.1181654300120814
1.3941653105416685,0.5474874371859297,1.1181327501810303
1.3941653105416685,0.5474874371859297,1.1178946780723096
1.3941653105416685,0.5474874371859297,1.1182107600306221
1.3941653105416685,0.5474874371859297,1.1180141714091498
1.3941653105416685,0.5474874371859297,1.1180507113450462
