tau,Ratio_Rgen_Req,Local_Max
0.5,0.33783783783783783,1.075177444297894
0.5,0.33783783783783783,1.075342127866168
0.5,0.33783783783783783,1.0750297687171786
0.5,0.33783783783783783,1.0753446165879308
0.5,0.33783783783783783,1.0751641335259046
0.5,0.33783783783783783,1.0753017101618723
0.5,0.33783783783783783,1.0752708237094166
0.5,0.33783783783783783,1.0752133502462435
0.5,0.33783783783783783,1.0753323770899141
0.5,0.33783783783783783,1.0750795113949088
0.5,0.33783783783783783,1.075348660472398
0.5,0.33783783783783783,1.0751227426030574
0.5,0.33783783783783783,1.07531957295203
0.5,0.33783783783783783,1.0752431341072537
0.5,0.33783783783783783,1.075245046219435
0.5,0.33783783783783783,1.0753184356840801
0.5,0.33783783783783783,1.075125044800767
0.5,0.33783783783783783,1.0753485043849211
0.5,0.33783783783783783,1.0750771939005024
0.5,0.33783783783783783,1.0753332294455247
0.5,0.33783783783783783,1.0752112705471621
0.5,0.33783783783783783,1.075272532611115
0.5,0.33783783783783783,1.075300307085593
0.5,0.33783783783783783,1.0751663683963155
0.5,0.33783783783783783,1.0753441508496566
0.5,0.33783783783783783,1.075027492918128
0.5,0.33783783783783783,1.0753426812457838
0.5,0.33783783783783783,1.0751752376415566
0.5,0.33783783783783783,1.075295810097857
0.5,0.33783783783783783,1.075277995007231
0.5,0.33783783783783783,1.0752034819269873
0.5,0.33783783783783783,1.0753356026693957
0.5,0.33783783783783783,1.0750656741660254
0.5,0.33783783783783783,1.0753479302370925
0.5,0.33783783783783783,1.0751350402742295
0.5,0.33783783783783783,1.0753148796387604
0.5,0.33783783783783783,1.0752515034366585
0.5,0.33783783783783783,1.075236385421854
0.5,0.33783783783783783,1.075322862924772
0.5,0.33783783783783783,1.0751124149872042
0.5,0.33783783783783783,1.0753489785839778
0.5,0.33783783783783783,1.075090683599176
0.5,0.33783783783783783,1.0753297424750055
0.5,0.33783783783783783,1.0752208366354206
0.5,0.33783783783783783,1.0752650791933462
0.5,0.33783783783783783,1.0753059349734264
0.5,0.33783783783783783,1.075154946123472
0.5,0.33783783783783783,1.0753458287305382
0.5,0.33783783783783783,1.0750421730393676
0.5,0.33783783783783783,1.0753404001293512
0.5353535353535354,0.36172536172536174,1.1178361488584825
0.5353535353535354,0.36172536172536174,1.1182122117805289
0.5353535353535354,0.36172536172536174,1.1179430105811183
0.5353535353535354,0.36172536172536174,1.11814195414218
0.5353535353535354,0.36172536172536174,1.1181250345491769
0.5353535353535354,0.36172536172536174,1.1179720981728312
0.5353535353535354,0.36172536172536174,1.1182085041220309
0.5353535353535354,0.36172536172536174,1.1178011095925096
0.5353535353535354,0.36172536172536174,1.118192906386054
0.5353535353535354,0.36172536172536174,1.118037074436003
0.5353535353535354,0.36172536172536174,1.1180778618859775
0.5353535353535354,0.36172536172536174,1.1181748234352464
0.5353535353535354,0.36172536172536174,1.117863125244285
0.5353535353535354,0.36172536172536174,1.1182137707947877
0.5353535353535354,0.36172536172536174,1.1179193989287348
0.5353535353535354,0.36172536172536174,1.1181534635316823
0.5353535353535354,0.36172536172536174,1.1181112501039803
0.5353535353535354,0.36172536172536174,1.1179935824877008
0.5353535353535354,0.36172536172536174,1.1182046055010548
0.5353535353535354,0.36172536172536174,1.1177721224710886
0.5353535353535354,0.36172536172536174,1.1181989389151978
0.5353535353535354,0.36172536172536174,1.118017876675271
0.5353535353535354,0.36172536172536174,1.118093857498816
0.5353535353535354,0.36172536172536174,1.1181654808931847
0.5353535353535354,0.36172536172536174,1.1178891024518105
0.5353535353535354,0.36172536172536174,1.1182143361249137
0.5353535353535354,0.36172536172536174,1.1178948077801585
0.5353535353535354,0.36172536172536174,1.1181639760419186
0.5353535353535354,0.36172536172536174,1.1180964795724986
0.5353535353535354,0.36172536172536174,1.1180140680714057
0.5353535353535354,0.36172536172536174,1.1181997155251369
0.5353535353535354,0.36172536172536174,1.1177644137696816
0.5353535353535354,0.36172536172536174,1.1182039761562896
0.5353535353535354,0.36172536172536174,1.1179976962906517
0.5353535353535354,0.36172536172536174,1.1181088552329317
0.5353535353535354,0.36172536172536174,1.1181551497295388
0.5353535353535354,0.36172536172536174,1.1179140805322911
0.5353535353535354,0.36172536172536174,1.1182139081644507
0.5353535353535354,0.36172536172536174,1.1178692378666957
0.5353535353535354,0.36172536172536174,1.11817349193209
0.5353535353535354,0.36172536172536174,1.118080723554887
0.5353535353535354,0.36172536172536174,1.1180335550488145
0.5353535353535354,0.36172536172536174,1.1181938346614622
0.5353535353535354,0.36172536172536174,1.1177938856540075
0.5353535353535354,0.36172536172536174,1.1182080184424636
0.5353535353535354,0.36172536172536174,1.1179765339547085
0.5353535353535354,0.36172536172536174,1.1181228552870368
0.5353535353535354,0.36172536172536174,1.1181438304848117
0.5353535353535354,0.36172536172536174,1.117938059550331
0.5353535353535354,0.36172536172536174,1.1182124873203558
0.5707070707070707,0.38561288561288565,1.1178361488584825
0.5707070707070707,0.38561288561288565,1.1182122117805289
0.5707070707070707,0.38561288561288565,1.1179430105811183
0.5707070707070707,0.38561288561288565,1.11814195414218
0.5707070707070707,0.38561288561288565,1.1181250345491769
0.5707070707070707,0.38561288561288565,1.1179720981728312
0.5707070707070707,0.38561288561288565,1.1182085041220309
0.5707070707070707,0.38561288561288565,1.1178011095925096
0.5707070707070707,0.38561288561288565,1.118192906386054
0.5707070707070707,0.38561288561288565,1.118037074436003
0.5707070707070707,0.38561288561288565,1.1180778618859775
0.5707070707070707,0.38561288561288565,1.1181748234352464
0.5707070707070707,0.38561288561288565,1.117863125244285
0.5707070707070707,0.38561288561288565,1.1182137707947877
0.5707070707070707,0.38561288561288565,1.1179193989287348
0.5707070707070707,0.38561288561288565,1.1181534635316823
0.5707070707070707,0.38561288561288565,1.1181112501039803
0.5707070707070707,0.38561288561288565,1.1179935824877008
0.5707070707070707,0.38561288561288565,1.1182046055010548
0.5707070707070707,0.38561288561288565,1.1177721224710886
0.5707070707070707,0.38561288561288565,1.1181989389151978
0.5707070707070707,0.38561288561288565,1.118017876675271
0.5707070707070707,0.38561288561288565,1.118093857498816
0.5707070707070707,0.38561288561288565,1.1181654808931847
0.5707070707070707,0.38561288561288565,1.1178891024518105
0.5707070707070707,0.38561288561288565,1.1182143361249137
0.5707070707070707,0.38561288561288565,1.1178948077801585
0.5707070707070707,0.38561288561288565,1.1181639760419186
0.5707070707070707,0.38561288561288565,1.1180964795724986
0.5707070707070707,0.38561288561288565,1.1180140680714057
0.5707070707070707,0.38561288561288565,1.1181997155251369
0.5707070707070707,0.38561288561288565,1.1177644137696816
0.5707070707070707,0.38561288561288565,1.1182039761562896
0.5707070707070707,0.38561288561288565,1.1179976962906517
0.5707070707070707,0.38561288561288565,1.1181088552329317
0.5707070707070707,0.38561288561288565,1.1181551497295388
0.5707070707070707,0.38561288561288565,1.1179140805322911
0.5707070707070707,0.38561288561288565,1.1182139081644507
0.5707070707070707,0.38561288561288565,1.1178692378666957
0.5707070707070707,0.38561288561288565,1.11817349193209
0.5707070707070707,0.38561288561288565,1.118080723554887
0.5707070707070707,0.38561288561288565,1.1180335550488145
0.5707070707070707,0.38561288561288565,1.1181938346614622
0.5707070707070707,0.38561288561288565,1.1177938856540075
0.5707070707070707,0.38561288561288565,1.1182080184424636
0.5707070707070707,0.38561288561288565,1.1179765339547085
0.5707070707070707,0.38561288561288565,1.1181228552870368
0.5707070707070707,0.38561288561288565,1.1181438304848117
0.5707070707070707,0.38561288561288565,1.117938059550331
0.5707070707070707,0.38561288561288565,1.1182124873203558
0.6060606060606061,0.4095004095004095,1.144085203261722
0.6060606060606061,0.4095004095004095,1.1440379708007178
0.6060606060606061,0.4095004095004095,1.1438952686018564
0.6060606060606061,0.4095004095004095,1.1436576928159932
0.6060606060606061,0.4095004095004095,1.1437745956620786
0.6060606060606061,0.4095004095004095,1.1439710802634449
0.6060606060606061,0.4095004095004095,1.144071158584354
0.6060606060606061,0.4095004095004095,1.1440751021033728
0.6060606060606061,0.4095004095004095,1.1439833101208035
0.6060606060606061,0.4095004095004095,1.1437963102845368
0.6060606060606061,0.4095004095004095,1.1436301461293785
0.6060606060606061,0.4095004095004095,1.1438781743414932
0.6060606060606061,0.4095004095004095,1.144029703275222
0.6060606060606061,0.4095004095004095,1.1440849366075432
0.6060606060606061,0.4095004095004095,1.1440442052790645
0.6060606060606061,0.4095004095004095,1.143907968383112
0.6060606060606061,0.4095004095004095,1.1436768133656263
0.6060606060606061,0.4095004095004095,1.1437577539096406
0.6060606060606061,0.4095004095004095,1.1439607914991967
0.6060606060606061,0.4095004095004095,1.1440674089822702
0.6060606060606061,0.4095004095004095,1.1440778691939608
0.6060606060606061,0.4095004095004095,1.1439925627306171
0.6060606060606061,0.4095004095004095,1.1438120085225019
0.6060606060606061,0.4095004095004095,1.1436098026945438
0.6060606060606061,0.4095004095004095,1.1438643877719978
0.6060606060606061,0.4095004095004095,1.1440224643201147
0.6060606060606061,0.4095004095004095,1.1440842274229213
0.6060606060606061,0.4095004095004095,1.1440499993437139
0.6060606060606061,0.4095004095004095,1.1439202304595117
0.6060606060606061,0.4095004095004095,1.143695499508934
0.6060606060606061,0.4095004095004095,1.1437404668995697
0.6060606060606061,0.4095004095004095,1.1439500581051292
0.6060606060606061,0.4095004095004095,1.144063215961791
0.6060606060606061,0.4095004095004095,1.1440801946669248
0.6060606060606061,0.4095004095004095,1.1440013761155805
0.6060606060606061,0.4095004095004095,1.1438272705197894
0.6060606060606061,0.4095004095004095,1.1435890139029883
0.6060606060606061,0.4095004095004095,1.1438501561653294
0.6060606060606061,0.4095004095004095,1.1440147812267372
0.6060606060606061,0.4095004095004095,1.144083075585587
0.6060606060606061,0.4095004095004095,1.1440553528321882
0.6060606060606061,0.4095004095004095,1.1439320546284089
0.6060606060606061,0.4095004095004095,1.1437137510033726
0.6060606060606061,0.4095004095004095,1.1437227346101961
0.6060606060606061,0.4095004095004095,1.143938880020225
0.6060606060606061,0.4095004095004095,1.1440585794220541
0.6060606060606061,0.4095004095004095,1.1440820783812642
0.6060606060606061,0.4095004095004095,1.1440097500944757
0.6060606060606061,0.4095004095004095,1.143842096055111
0.6060606060606061,0.4095004095004095,1.1435797460176815
0.6414141414141414,0.4333879333879334,1.1618664364668336
0.6414141414141414,0.4333879333879334,1.161938028804219
0.6414141414141414,0.4333879333879334,1.1619969621456534
0.6414141414141414,0.4333879333879334,1.1620432441378052
0.6414141414141414,0.4333879333879334,1.1620768846963523
0.6414141414141414,0.4333879333879334,1.1620978960219004
0.6414141414141414,0.4333879333879334,1.1621062926144055
0.6414141414141414,0.4333879333879334,1.1621020912860496
0.6414141414141414,0.4333879333879334,1.1620853111725222
0.6414141414141414,0.4333879333879334,1.1620559737426728
0.6414141414141414,0.4333879333879334,1.1620141028064803
0.6414141414141414,0.4333879333879334,1.161959724521304
0.6414141414141414,0.4333879333879334,1.1618928673963864
0.6414141414141414,0.4333879333879334,1.1618135622955512
0.6414141414141414,0.4333879333879334,1.1617218424380842
0.6414141414141414,0.4333879333879334,1.1616177433977473
0.6414141414141414,0.4333879333879334,1.1616466031246975
0.6414141414141414,0.4333879333879334,1.1617481653969053
0.6414141414141414,0.4333879333879334,1.1618370595127274
0.6414141414141414,0.4333879333879334,1.1619132878218297
0.6414141414141414,0.4333879333879334,1.1619768548995328
0.6414141414141414,0.4333879333879334,1.1620277675660806
0.6414141414141414,0.4333879333879334,1.1620660349045335
0.6414141414141414,0.4333879333879334,1.162091668277224
0.6414141414141414,0.4333879333879334,1.1621046813407305
0.6414141414141414,0.4333879333879334,1.162105090059326
0.6414141414141414,0.4333879333879334,1.1620929127168491
0.6414141414141414,0.4333879333879334,1.1620681699269564
0.6414141414141414,0.4333879333879334,1.1620308846417131
0.6414141414141414,0.4333879333879334,1.1619810821584795
0.6414141414141414,0.4333879333879334,1.1619187901250554
0.6414141414141414,0.4333879333879334,1.1618440385430444
0.6414141414141414,0.4333879333879334,1.1617568597694048
0.6414141414141414,0.4333879333879334,1.1616572885161487
0.6414141414141414,0.4333879333879334,1.1616062528154072
0.6414141414141414,0.4333879333879334,1.1617124530974816
0.6414141414141414,0.4333879333879334,1.1618059849154891
0.6414141414141414,0.4333879333879334,1.1618868498093609
0.6414141414141414,0.4333879333879334,1.1619550515372892
0.6414141414141414,0.4333879333879334,1.1620105960954934
0.6414141414141414,0.4333879333879334,1.1620534917366223
0.6414141414141414,0.4333879333879334,1.1620837489867413
0.6414141414141414,0.4333879333879334,1.162101380660855
0.6414141414141414,0.4333879333879334,1.1621064018769203
0.6414141414141414,0.4333879333879334,1.162098830068297
0.6414141414141414,0.4333879333879334,1.162078684994602
0.6414141414141414,0.4333879333879334,1.1620459887509111
0.6414141414141414,0.4333879333879334,1.1620007657752727
0.6414141414141414,0.4333879333879334,1.1619430428544977
0.6414141414141414,0.4333879333879334,1.1618728491281771
0.6767676767676768,0.4572754572754573,1.1753617254531312
0.6767676767676768,0.4572754572754573,1.1753391691468464
0.6767676767676768,0.4572754572754573,1.1752869132491692
0.6767676767676768,0.4572754572754573,1.1752049225155357
0.6767676767676768,0.4572754572754573,1.1750931748743756
0.6767676767676768,0.4572754572754573,1.1749516612283062
